,trade_date,涨停比率,跌停比率,地天板比率,天地板比率,天地板比率剪刀差,涨跌停比率剪刀差,连板比率剪刀差,自由流通市值加权涨跌停比率剪刀差,自由流通市值加权连板比率剪刀差,自由流通市值加权地天与天地板比率剪刀差,pct_chg
206,20230607,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.0028199999999999996,0,0,-0.4942
207,20230608,0,0,0,0,0,0,0,0,0,0,0.814
208,20230609,0.02,0,0,0,0,0.02,0,0.013670000000000002,0,0,0.4323
209,20230612,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.0047799999999999995,0,0,0.2015
210,20230613,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0012,0,0,0.5326
211,20230614,0,0,0,0,0,0,0,0,0,0,-0.0228
212,20230615,0.01,0,0,0,0,0.01,0,0.0063300000000000006,0,0,1.5909
213,20230616,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00216,0,0,0.9642
214,20230619,0.01,0,0,0,0,0.01,0,0.00984,0,0,-0.8186
215,20230620,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.009649999999999999,0,0,-0.1697
216,20230621,0,0.006666666666666667,0,0,0,-0.006666666666666667,0,-0.00362,0,0,-1.5342
217,20230626,0.0033333333333333335,0.006666666666666667,0,0,0,-0.0033333333333333335,0,-0.0051,0,0,-1.4062
218,20230627,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.00171,0,0,0.9381
219,20230628,0,0.006666666666666667,0,0,0,-0.006666666666666667,0,-0.00607,0,0,-0.1205
220,20230629,0,0,0,0,0,0,0,0,0,0,-0.4935
221,20230630,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00117,0,0,0.5392
222,20230703,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.0025540000000000003,0,0,1.3125
223,20230704,0.01,0,0,0,0,0.01,0,0.004882,0,0,0.1575
224,20230705,0,0,0,0,0,0,0,0,0,0,-0.7748
225,20230706,0,0,0,0,0,0,0,0,0,0,-0.6734
226,20230707,0,0,0,0,0,0,0,0,0,0,-0.4438
227,20230710,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.001118,0,0,0.4869
228,20230711,0,0,0,0,0,0,0,0,0,0,0.6545
229,20230712,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.002549,0,0,-0.6732
230,20230713,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.005057000000000001,0,0,1.4306
231,20230714,0.006666666666666667,0,0,0,0,0.006666666666666667,0.0033333333333333335,0.009951000000000002,0.005057000000000001,0,0.0174
232,20230717,0,0,0,0,0,0,0,0,0,0,-0.8188
233,20230718,0,0,0,0,0,0,0,0,0,0,-0.3164
234,20230719,0,0,0,0,0,0,0,0,0,0,-0.1057
235,20230720,0,0,0,0,0,0,0,0,0,0,-0.7056
236,20230721,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.000898,0,0,-0.0467
237,20230724,0,0,0,0,0,0,0,0,0,0,-0.4367
238,20230725,0.02666666666666667,0,0,0,0,0.02666666666666667,0,0.017630000000000003,0,0,2.888
239,20230726,0,0,0,0,0,0,0,0,0,0,-0.207
240,20230727,0,0,0,0,0,0,0,0,0,0,-0.1195
241,20230728,0.013333333333333334,0.0033333333333333335,0,0,0,0.01,0,0.021507000000000002,0,0,2.3163
242,20230731,0,0,0,0,0,0,0,0,0,0,0.5483
243,20230801,0,0,0,0,0,0,0,0,0,0,-0.4142
244,20230802,0,0,0,0,0,0,0,0,0,0,-0.703
245,20230803,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0014960000000000002,0,0,0.8839
246,20230804,0,0,0,0,0,0,0,0,0,0,0.3894
247,20230807,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.0064529999999999995,0,0,-0.7568
248,20230808,0,0,0,0,0,0,0,0,0,0,-0.2612
249,20230809,0,0,0,0,0,0,0,0,0,0,-0.3057
250,20230810,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00039600000000000003,0,0,0.2055
251,20230811,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.00039600000000000003,0,0,-2.3005
252,20230814,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.0012770000000000001,0,0,-0.7298
253,20230815,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.0012339999999999999,0,0,-0.243
254,20230816,0,0,0,0,0,0,0,0,0,0,-0.7332
255,20230817,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.001101,0,0,0.3344
256,20230818,0,0,0,0,0,0,0,0,0,0,-1.2293
257,20230821,0,0,0,0,0,0,0,0,0,0,-1.4389
258,20230822,0.0033333333333333335,0.006666666666666667,0,0,0,-0.0033333333333333335,0,-0.00046500000000000014,0,0,0.7688
259,20230823,0,0,0,0,0,0,0,0,0,0,-1.6389
260,20230824,0.006666666666666667,0.006666666666666667,0,0,0,0.0,0,0.0004460000000000002,0,0,0.7249
261,20230825,0,0.01,0,0,0,-0.01,0,-0.0051400000000000005,0,0,-0.3835
262,20230828,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.000911,0,0,1.1719
263,20230829,0.013333333333333334,0,0,0,0,0.013333333333333334,0,0.007251999999999999,0,0,0.999
